interview_id,life_stage,fin_mark,event_date,year,month,fishing_duration_minutes,angler_count,angler_minutes,trip_status,trip_guided,boat_type,boat_used,fishing_start_time,fishing_end_time,fish_count,had.ad,had.um,had.release,had.kept,um_total,ad_total,doy,yearfac,round_cat1,round_cat2,interview_id_fac,mark_stage,fishing_med_hrs,fishing_start_hrs
4E5F9892-DCCB-4531-80A3-59660550A5A1,Adult,AD,2022-09-03,2022,9,311,1,311,Complete,NA,NA,No,07:00:00,12:11:00,0,FALSE,FALSE,FALSE,FALSE,0,0,246,2022,NA,NA,4E5F9892-DCCB-4531-80A3-59660550A5A1,AD X Adult,9.583333333333334,7
4E5F9892-DCCB-4531-80A3-59660550A5A1,Adult,UM,2022-09-03,2022,9,311,1,311,Complete,NA,NA,No,07:00:00,12:11:00,0,FALSE,FALSE,FALSE,FALSE,0,0,246,2022,NA,NA,4E5F9892-DCCB-4531-80A3-59660550A5A1,UM X Adult,9.583333333333334,7
4E5F9892-DCCB-4531-80A3-59660550A5A1,Jack,AD,2022-09-03,2022,9,311,1,311,Complete,NA,NA,No,07:00:00,12:11:00,0,FALSE,FALSE,FALSE,FALSE,0,0,246,2022,NA,NA,4E5F9892-DCCB-4531-80A3-59660550A5A1,AD X Jack,9.583333333333334,7
4E5F9892-DCCB-4531-80A3-59660550A5A1,Jack,UM,2022-09-03,2022,9,311,1,311,Complete,NA,NA,No,07:00:00,12:11:00,0,FALSE,FALSE,FALSE,FALSE,0,0,246,2022,NA,NA,4E5F9892-DCCB-4531-80A3-59660550A5A1,UM X Jack,9.583333333333334,7
4E6E8615-D202-490D-9405-C97B9E5234ED,Adult,AD,2021-09-04,2021,9,465,1,465,Complete,NA,NA,No,06:05:00,13:50:00,0,FALSE,FALSE,FALSE,FALSE,0,0,247,2021,NA,NA,4E6E8615-D202-490D-9405-C97B9E5234ED,AD X Adult,9.95,6.083333333333333
4E6E8615-D202-490D-9405-C97B9E5234ED,Adult,UM,2021-09-04,2021,9,465,1,465,Complete,NA,NA,No,06:05:00,13:50:00,0,FALSE,FALSE,FALSE,FALSE,0,0,247,2021,NA,NA,4E6E8615-D202-490D-9405-C97B9E5234ED,UM X Adult,9.95,6.083333333333333
4E6E8615-D202-490D-9405-C97B9E5234ED,Jack,AD,2021-09-04,2021,9,465,1,465,Complete,NA,NA,No,06:05:00,13:50:00,0,FALSE,FALSE,FALSE,FALSE,0,0,247,2021,NA,NA,4E6E8615-D202-490D-9405-C97B9E5234ED,AD X Jack,9.95,6.083333333333333
4E6E8615-D202-490D-9405-C97B9E5234ED,Jack,UM,2021-09-04,2021,9,465,1,465,Complete,NA,NA,No,06:05:00,13:50:00,0,FALSE,FALSE,FALSE,FALSE,0,0,247,2021,NA,NA,4E6E8615-D202-490D-9405-C97B9E5234ED,UM X Jack,9.95,6.083333333333333
4E764382-5F90-499A-91BF-E6D4F6F9C4B6,Adult,AD,2022-09-24,2022,9,130,2,260,Complete,NA,NA,No,12:37:00,14:47:00,0,FALSE,FALSE,FALSE,FALSE,0,0,267,2022,NA,NA,4E764382-5F90-499A-91BF-E6D4F6F9C4B6,AD X Adult,13.7,12.616666666666667
4E764382-5F90-499A-91BF-E6D4F6F9C4B6,Adult,UM,2022-09-24,2022,9,130,2,260,Complete,NA,NA,No,12:37:00,14:47:00,0,FALSE,FALSE,FALSE,FALSE,0,0,267,2022,NA,NA,4E764382-5F90-499A-91BF-E6D4F6F9C4B6,UM X Adult,13.7,12.616666666666667
