X2.5.,X10.,X50.,X90.,X97.5.,freq_significant
-19.566068518511756,-17.755138293645896,-0.2876820724530624,1.252762968493966,2.1972245603574416,0.07476635514018691
-19.971533626614974,-18.096064880618677,-0.4054651081053994,1.252762968493966,2.484906649784828,0.09813084112149532
-19.638590173874125,-17.872921329302798,-0.40546510810539893,1.098612288667906,2.0358780399085488,0.07476635514018691
-19.892030075177455,-17.718770647910027,-0.4054651081081643,1.1862503387347227,1.9155059719806238,0.06542056074766354
-19.971533626615543,-17.554467598183997,-0.2876820664270725,1.0986122886679066,2.0794415416794294,0.0630841121495327
-19.62532302446903,-17.755138293645924,-0.40546510810796166,1.3862943611173102,2.302585092992551,0.07710280373831775
-19.971533626617358,-17.64977777798962,-0.35781001751931596,1.2527629684943817,2.197224565873615,0.08177570093457943
-19.2212612224685,-17.585239256850606,-0.28768207245157956,1.386294361119487,2.1972245658736154,0.06542056074766354
-20.005775791504682,-17.71877064947495,-0.40546510810539815,1.1862503387350443,2.0358780394219482,0.06074766355140187
-19.85375059096417,-17.71877064947627,-0.4054651081053973,1.0986122886679077,1.9155059719806227,0.07710280373831775
-19.892030075163166,-17.904529484001518,-0.28768207245167743,1.1753974081608143,2.171749850378879,0.08177570093457943
-19.971533621775315,-18.160603401754578,-0.4054651081081641,1.2527629684943813,1.9459101490272261,0.09579439252336448
-19.853750590961106,-17.56369909578504,-0.28768206943932445,1.3862943611196874,2.0794415416794294,0.06074766355140187
-20.259215699070158,-17.625298674640625,-0.4054651081053984,1.268511325461701,2.2314667449210046,0.08411214953271028
-19.853750590960384,-17.369691048731394,-0.2513144282791086,1.0986122886679075,2.366494262244738,0.06542056074766354
-20.06503029964825,-17.96543744789168,-0.40546510810539865,1.2928223862809722,2.197224565873614,0.06775700934579439
-19.97153362661814,-17.75513829364705,-0.18232155679289766,1.3862943600707927,2.07944154167943,0.0630841121495327
-19.971533626619973,-17.729680942729708,-0.4054651081053996,1.3862943611196863,2.117721022749783,0.0630841121495327
-19.810187089194642,-17.670475639434937,-0.40546510810540043,1.4171515767515073,2.1972245773321957,0.0794392523364486
-19.97153362177486,-18.055242886096572,-0.37189545669023805,1.0986122886679077,1.8694132864572337,0.06074766355140187
-19.638590172689046,-17.649777777988838,-0.28768207245158006,1.3862943611179637,2.0794415416794294,0.056074766355140186
-20.005775794337286,-18.006452721928884,-0.4054651081081632,1.0986122886659724,1.8783538145154604,0.06775700934579439
-19.69784467986682,-17.71877064947452,-0.2513144282791082,1.1840931721601449,2.0794415401821933,0.05841121495327103
-19.566068518512772,-17.729680942722617,-0.2876820724515789,1.1103785026132527,2.361532333774117,0.07710280373831775
-19.853750590962445,-17.649777777989105,-0.2372289897965586,1.3862943611194858,2.2314667449209398,0.06775700934579439
